,crimetype,datetime,casenumber,description,policebeat,address,city,state,location_1,:@computed_region_w23w_jfhw
386,BURG - AUTO,2018-07-26 21:00:00,18-037335,BURGLARY-AUTO,08X,2400 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.268493, 37.813813]}",1489.0
391,MISDEMEANOR ASSAULT,2018-07-21 15:11:00,18-036368,BATTERY,02Y,1600 8TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.297404, 37.807016]}",1484.0
392,HOMICIDE,2018-07-15 10:49:00,18-035250,SC UNEXPLAINED DEATH,17X,1800 10TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.245993, 37.794709]}",1483.0
393,BURG - AUTO,2018-07-20 19:00:00,18-036510,BURGLARY-AUTO,04X,21ST ST & BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.267532, 37.810023]}",1489.0
395,BURG - AUTO,2018-07-23 12:45:00,18-036667,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.197083, 37.735772]}",1481.0
396,BURG - AUTO,2018-06-27 17:30:00,18-032122,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264865, 37.813446]}",1489.0
397,HOMICIDE,2018-07-07 20:00:00,18-033853,MURDER,33X,9700 C ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.175399, 37.743185]}",1481.0
401,VANDALISM,2018-11-09 22:30:00,18-057164,VANDALISM,23X,1500 38TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.219244, 37.775698]}",1188.0
404,VANDALISM,2018-10-28 09:51:00,18-054743,VANDALISM,20X,1700 27TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.229197, 37.783145]}",1188.0
406,BURG - AUTO,2018-10-11 19:45:00,18-051717,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264865, 37.813446]}",1489.0
407,VANDALISM,2018-10-21 10:09:00,18-053446,VANDALISM,02Y,800 PINE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.303271, 37.80871]}",1484.0
408,PETTY THEFT,2018-11-05 10:50:00,18-056092,THEFT,32Y,2500 109TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.151431, 37.740831]}",1481.0
409,VANDALISM,2018-10-22 06:15:00,18-053576,VANDALISM,02X,1000 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.284972, 37.803233]}",1484.0
415,NARCOTICS,2018-10-25 05:35:00,18-054172,DISTURB THE PEACE,07X,2300 SAN PABLO AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.274188, 37.813591]}",1489.0
417,VANDALISM,2018-11-07 21:13:00,18-056886,VANDALISM,33X,900 92ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.181683, 37.744747]}",1481.0
419,VANDALISM,2018-10-06 00:00:00,18-050786,VANDALISM,30Y,7700 NEY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.167893, 37.767813]}",1482.0
420,ROBBERY,2018-09-21 22:15:00,18-048005,ROBBERY-FIREARM,32X,1500 105TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.165402, 37.739902]}",1481.0
421,BURG - AUTO,2018-09-12 21:15:00,18-046397,BURGLARY-AUTO,04X,400 17TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.268505, 37.806175]}",1489.0
422,PETTY THEFT,2018-09-13 11:38:00,18-046512,THEFT,04X,500 16TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270459, 37.806119]}",1489.0
423,BURG - AUTO,2018-09-02 14:00:00,18-046585,BURGLARY-AUTO,26Y,7600 HAWLEY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.193142, 37.75362]}",1493.0
424,THREATS,2018-09-05 01:38:00,18-044888,VANDALISM,31X,8400 EDGEWATER DR,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.198228, 37.737486]}",1493.0
426,OTHER,2018-09-15 22:40:00,18-046913,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17X,2000 10TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.244085, 37.795983]}",1483.0
427,MISDEMEANOR ASSAULT,2018-09-06 20:20:00,18-045260,BATTERY,34X,1600 85TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.17504, 37.754709]}",1493.0
428,OTHER,2018-09-16 10:28:00,18-046982,CRIMINAL CONTEMPT,30Y,2600 73RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.175421, 37.766901]}",1482.0
429,STOLEN VEHICLE,2018-09-06 20:45:00,18-045275,VEHICLE THEFT - AUTO,03X,300 9TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.269606, 37.799419]}",1484.0
430,PETTY THEFT,2018-09-25 17:00:00,18-049139,THEFT,20X,3000 E 18TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.224673, 37.782319]}",1188.0
431,PETTY THEFT,2018-09-07 19:00:00,18-045716,THEFT,06X,1000 36TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.277145, 37.826799]}",1485.0
484,OTHER,2019-03-05 12:00:00,19-004658,PIMPING,31X,1800 90TH AVE,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.170117, 37.751556]}",1481.0
492,OTHER,2019-01-06 11:36:00,19-000869,BATTERY,19X,500 E 12TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.254431, 37.795103]}",1483.0
542,OTHER,2019-11-14 01:56:00,19-059379,BATTERY,03Y,600 10TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.276702, 37.803035]}",1484.0
548,PETTY THEFT,2021-04-30 21:00:00,21-019789,THEFT,27Y,2200 SEMINARY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.194323, 37.768774]}",1482.0
549,OTHER,2019-10-27 20:00:00,19-056273,THEFT,04X,500 16TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270459, 37.806119]}",1489.0
550,GRAND THEFT,2021-04-14 00:25:00,21-905615,THEFT,35X,9600 STEARNS AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.156054, 37.752671]}",1482.0
551,PETTY THEFT,2021-05-19 21:00:00,21-908103,THEFT,16Y,1600 E 38TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.223214, 37.803192]}",1480.0
559,PETTY THEFT,2021-04-14 00:00:00,21-017069,THEFT,30X,2000 73RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.181863, 37.762546]}",1493.0
560,PETTY THEFT,2016-03-07 16:20:00,16-012620,THEFT,32Y,9800 STANLEY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.153432, 37.752337]}",1482.0
561,PETTY THEFT,2016-01-02 23:00:00,16-000370,THEFT,35X,9100 BURR ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.158001, 37.755603]}",1482.0
567,PETTY THEFT,2021-05-20 05:50:00,21-023178,THEFT,24X,1900 36TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.218667, 37.78083]}",1188.0
570,VANDALISM,2021-06-30 19:45:00,21-910268,VANDALISM,15X,600 ATHOL AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.243207, 37.805768]}",1487.0
572,OTHER,2021-04-04 18:28:00,21-015360,EXHIBIT FIREARM,33X,900 85TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.18546, 37.749402]}",1493.0
577,DUI,2021-06-13 20:14:00,21-027337,DUI ALCOHOL/DRUGS,19X,1500 16TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.243166, 37.78943]}",1483.0
585,PETTY THEFT,2016-02-19 17:15:00,16-009372,THEFT,03X,100 9TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265387, 37.797755]}",1484.0
605,GRAND THEFT,2021-05-06 04:00:00,21-906678,THEFT,11X,5900 RACINE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.261801, 37.845385]}",1486.0
611,FRAUD,2019-10-28 04:15:00,19-917711,THEFT,05X,1100 16TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.284469, 37.810807]}",1484.0
612,VANDALISM,2021-03-31 14:00:00,21-018065,VANDALISM,06X,700 37TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270371, 37.826462]}",1486.0
622,VANDALISM,2021-04-22 06:00:00,21-905973,VANDALISM,01X,200 2ND ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270827, 37.793899]}",1484.0
623,PETTY THEFT,2016-01-01 00:00:00,16-009611,THEFT,05Y,1600 CAMPBELL ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.293821, 37.813826]}",1484.0
629,PETTY THEFT,2016-03-27 00:00:00,16-017130,THEFT,30X,7400 LOCKWOOD ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.180482, 37.762252]}",1493.0
632,PETTY THEFT,2016-01-15 13:00:00,16-002682,THEFT,34X,1900 87TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.170675, 37.754092]}",1493.0
635,OTHER,2016-03-26 09:51:00,16-015944,EXHIBIT FIREARM,34X,1400 90TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.174124, 37.749704]}",1481.0
637,VANDALISM,2021-06-16 12:15:00,21-910342,VANDALISM,31Y,700 76TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.195332, 37.751346]}",1493.0
641,PETTY THEFT,2016-04-25 18:30:00,16-022296,THEFT,12Y,400 63RD ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.256786, 37.849237]}",1491.0
645,PETTY THEFT,2021-06-25 12:30:00,21-029821,THEFT,08X,400 28TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264966, 37.81639]}",1486.0
649,PETTY THEFT,2016-01-11 13:30:00,16-001900,THEFT,26Y,1100 SEMINARY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.204613, 37.761532]}",1493.0
650,VANDALISM,2021-06-15 00:00:00,21-909320,VANDALISM,17Y,2600 11TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.23817, 37.798998]}",1483.0
651,VANDALISM,2021-04-27 03:10:00,21-906304,VANDALISM,19X,1500 5TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.296485, 37.80436]}",1484.0
652,DOMESTIC VIOLENCE,2016-03-18 01:40:00,16-014477,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,6600 BANCROFT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.183239, 37.769774]}",1482.0
653,BURG - COMMERCIAL,2021-06-27 05:51:00,21-029600,BURGLARY-FORCIBLE ENTRY,14Y,3200 GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.247926, 37.811458]}",1487.0
654,WEAPONS,2021-04-22 08:54:00,21-018308,CARRY CONCEALED WEAPON- UNLAWFUL POSSESS,30X,8100 INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.180557, 37.756141]}",1493.0
655,VANDALISM,2021-05-25 10:10:00,21-907916,VANDALISM,22Y,2900 GEORGIA ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.207491, 37.797432]}",1480.0
657,STOLEN VEHICLE,2021-04-08 17:50:00,21-016112,VEHICLE THEFT - AUTO,15X,600 BROOKLYN AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.24898, 37.804696]}",1483.0
658,MISDEMEANOR ASSAULT,2021-06-26 16:25:00,21-029506,BATTERY,30X,7800 PLYMOUTH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.178137, 37.760801]}",1493.0
659,BURG - OTHER,2016-02-03 14:58:00,16-006354,GET CREDIT/ETC OTHER'S ID,21Y,2800 BROOKDALE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.21908, 37.79305]}",1480.0
660,ROBBERY,2016-02-24 17:20:00,16-010250,ROBBERY-FIREARM,24Y,3000 BARTLETT ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.207253, 37.790861]}",1480.0
661,OTHER,2012-11-16 08:00:00,12-058067,VIOLATION OF PROBATION-FELONY,27Y,1400 56TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.202577, 37.766556]}",1493.0
662,HOMICIDE,2016-04-10 15:19:00,16-018960,SC UNEXPLAINED DEATH,08X,100 GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265382, 37.811431999999996]}",1489.0
663,BURG - AUTO,2016-03-02 00:00:00,16-012957,BURGLARY-AUTO,20X,1700 26TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.229769, 37.78364]}",1188.0
664,ROBBERY,2016-01-27 07:00:00,16-004828,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",30Y,7900 MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.167085, 37.765231]}",1482.0
665,FELONY ASSAULT,2016-01-15 12:50:00,16-002673,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,10X,900 STANFORD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.275251, 37.844374]}",1485.0
666,STOLEN VEHICLE,2015-12-27 17:00:00,15-068459,VEHICLE THEFT - AUTO,08X,24TH ST & BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265569, 37.813404]}",1489.0
667,FELONY ASSAULT,2021-04-11 21:11:00,21-016592,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,1600 CHURCH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.18851, 37.762419]}",1493.0
668,DOMESTIC VIOLENCE,2021-04-04 23:54:00,21-015222,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27Y,50TH AV & BANCROFT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.20704, 37.771785]}",1188.0
670,DOMESTIC VIOLENCE,2016-04-06 08:00:00,16-018088,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,33X,9200 C ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.177523, 37.746021]}",1481.0
671,BURG - RESIDENTIAL,2015-12-21 05:15:00,15-067266,BURGLARY-FORCIBLE ENTRY,22X,2700 ALIDA ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.202528, 37.805515]}",1480.0
672,VANDALISM,2016-02-23 11:30:00,16-010152,VANDALISM,30X,7800 LOCKWOOD ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.178744, 37.760549]}",1493.0
673,PROSTITUTION,2016-04-13 20:49:00,16-019669,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 10TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.249352, 37.792316]}",1483.0
674,BURG - AUTO,2016-01-15 00:00:00,16-011119,BURGLARY-AUTO,08X,500 32ND ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266751, 37.820938]}",1486.0
675,FELONY ASSAULT,2021-06-21 03:03:00,21-028504,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,6000 TEVIS ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.201881, 37.762083]}",1493.0
676,FELONY ASSAULT,2021-05-20 15:30:00,21-023101,ASSAULT WITH FIREARM ON PERSON,15X,LAKESHORE AV & BEACON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.247657, 37.809036]}",1487.0
677,VANDALISM,2021-05-24 14:20:00,21-023784,VANDALISM,04X,1700 BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.269629, 37.806798]}",1489.0
679,STOLEN VEHICLE,2021-05-22 22:00:00,21-023539,POSS STOLEN VEH/VES/ETC,35Y,4200 KELLER AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.153523, 37.771938]}",1482.0
680,FELONY ASSAULT,2016-01-23 21:16:00,16-004198,ASSAULT WITH FIREARM ON PERSON,34X,2000 84TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.171043, 37.75762]}",1493.0
681,DOMESTIC VIOLENCE,2016-01-31 11:07:00,16-005674,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,2700 74TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.172635, 37.767796]}",1482.0
682,NARCOTICS,2021-06-18 19:00:00,21-028147,ILLEGALLY POSSESS ANY ASSUALT WEAPON,34X,8400 INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.17775, 37.754272]}",1493.0
683,VANDALISM,2021-06-22 07:15:00,21-909762,VANDALISM,06X,600 30TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270958, 37.819655]}",1486.0
684,BURG - AUTO,2021-04-23 13:00:00,21-906083,BURGLARY-AUTO,31X,300 HEGENBERGER RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.197602, 37.734635]}",1481.0
685,STOLEN VEHICLE,2016-04-19 22:40:00,16-020870,POSSESS/ETC BURGLARY TOOLS,33X,9400 B ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.176053, 37.745663]}",1481.0
686,OTHER,2021-04-02 06:50:00,21-904906,MAIL/ETC THEFT/ETC,13X,5400 BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.249377, 37.839262]}",1491.0
687,VANDALISM,2016-02-10 22:00:00,16-007673,VANDALISM,34X,1900 96TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.165951, 37.74837]}",1481.0
688,PETTY THEFT,2016-01-08 09:00:00,16-001893,THEFT,01X,200 BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.276074, 37.796401]}",1484.0
689,BURG - AUTO,2021-04-22 13:15:00,21-018352,BURGLARY-FORCIBLE ENTRY,01X,400 2ND ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.275115, 37.795585]}",1484.0
690,VANDALISM,2021-06-12 01:30:00,21-909103,VANDALISM,12Y,5200 LAWTON AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.255769, 37.837224]}",1491.0
691,STOLEN VEHICLE,2016-05-04 10:00:00,16-024299,VEHICLE THEFT - AUTO,14Y,700 RAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.245951, 37.810997]}",1487.0
692,FORGERY & COUNTERFEITING,2019-01-01 00:00:00,21-020137,OBT CREDIT/ETC:OTHER'S ID,30X,1500 77TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.182484, 37.75918]}",1493.0
693,DOMESTIC VIOLENCE,2021-06-24 14:00:00,21-029402,VOL PROTECTIVE ORDER:MNR,21Y,2900 COOLIDGE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.215254, 37.791156]}",1188.0
694,VANDALISM,2021-05-03 05:00:00,21-906555,VANDALISM,22X,3900 OAKMORE RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.214991, 37.807098]}",1480.0
695,MISDEMEANOR ASSAULT,2021-05-21 19:44:00,21-023336,BATTERY,26X,51ST AV & INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.207899, 37.768974]}",1188.0
696,BURG - RESIDENTIAL,2016-01-31 12:10:00,16-005683,BURGLARY-NO FORCE,17X,600 E. 17TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.249959, 37.79673]}",1483.0
697,DOMESTIC VIOLENCE,2021-04-14 21:00:00,21-017105,GRAND THEFT,35X,2600 CHEROKEE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.15619, 37.75171]}",1482.0
698,PROSTITUTION,2016-05-05 18:24:00,16-024019,LOITER:INTENT:PROSTITUTION,20X,1400 DERBY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.227162, 37.778761]}",1188.0
699,VANDALISM,2016-04-10 23:30:00,16-019049,"VANDALISM [UNDER $1,000] (AMENDED)",14X,200 VERNON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.258949, 37.813509]}",1487.0
700,VANDALISM,2021-04-18 19:25:00,21-017670,VANDALISM,27Y,5800 AVENAL AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.193248, 37.771115]}",1482.0
701,BURG - COMMERCIAL,2021-04-05 02:29:00,21-905917,BURGLARY-NO FORCE,04X,100 14TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.26288, 37.801066]}",1489.0
702,MISDEMEANOR ASSAULT,2016-02-11 05:13:00,16-007694,VEHICLE THEFT - AUTO,32Y,2500 OLIVER AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.154648, 37.74596]}",1482.0
703,STOLEN VEHICLE,2021-05-22 17:40:00,21-023442,VEHICLE THEFT - AUTO,07X,3700 MANDELA PKWY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.287224, 37.828243]}",1485.0
704,OTHER,2021-05-23 00:00:00,21-023577,VIOLATION CUSTODY DECREE,32X,1500 CHANDLER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.162275, 37.738566]}",1481.0
705,STOLEN VEHICLE,2016-04-22 12:30:00,16-021652,VEHICLE THEFT - AUTO,14X,300 BELMONT ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.255689, 37.809881]}",1487.0
706,MISDEMEANOR ASSAULT,2021-04-12 15:44:00,21-016717,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,06X,600 SYCAMORE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270452, 37.815423]}",1489.0
708,FELONY ASSAULT,2021-04-28 19:45:00,21-019405,SC ADW - FIREARM,04X,17TH ST & LAKESIDE DR,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.261185, 37.803698]}",1489.0
709,FELONY ASSAULT,2021-06-06 14:14:00,21-025951,ASSAULT WITH FIREARM ON PERSON,02Y,1600 8TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.297404, 37.807016]}",1484.0
710,DISORDERLY CONDUCT,2016-01-01 23:00:00,16-000157,DISTURB THE PEACE,01X,5TH ST & BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.275025, 37.798111]}",1484.0
711,BURG - RESIDENTIAL,2021-07-08 12:25:00,21-031588,BURGLARY-FORCIBLE ENTRY,30Y,7800 CREST AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.162184, 37.769644]}",1482.0
712,OTHER SEX OFFENSES,2016-01-21 13:53:00,16-003729,MISD-SEX OFFENDER FAIL UPDATE ANNUAL REG,29X,62ND AV & MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.181389, 37.775009]}",1482.0
713,MISDEMEANOR ASSAULT,2016-04-27 09:15:00,16-022308,BATTERY,05X,900 14TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.281315, 37.808518]}",1484.0
715,GRAND THEFT,2021-05-27 15:46:00,21-908053,GRAND THEFT,04X,1800 ALICE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264454, 37.805619]}",1489.0
716,NARCOTICS,2016-03-08 22:09:00,16-012822,MANUFACTURE/ETC CONTROLLED SUBSTANCE,34X,8500 OLIVE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.170357, 37.756547]}",1493.0
717,GRAND THEFT,2021-03-21 00:00:00,21-019103,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,07X,2400 FILBERT ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.280044, 37.816929]}",1484.0
718,VANDALISM,2016-02-12 22:30:00,16-008048,BATTERY,17Y,13TH AV & MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.231589, 37.802243]}",1480.0
719,PETTY THEFT,2021-06-24 09:35:00,21-029110,VIOLATION OF PROBATION-MISD,08X,3400 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266173, 37.822749]}",1486.0
720,GRAND THEFT,2021-04-21 07:22:00,21-905957,MAIL/ETC THEFT/ETC,14X,300 WARWICK AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.255506, 37.812554]}",1487.0
721,NARCOTICS,2016-04-05 07:45:00,16-017831,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,06X,600 SYCAMORE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270452, 37.815423]}",1489.0
722,PETTY THEFT,2016-02-27 10:20:00,16-010879,THEFT,23X,4200 INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.21552199999999, 37.772721]}",1188.0
723,STOLEN VEHICLE,2016-04-12 06:55:00,16-019245,VEHICLE THEFT - AUTO,30Y,8000 HILLSIDE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.168567, 37.762683]}",1482.0
724,OTHER,2021-05-26 10:56:00,21-024106,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,07X,2400 MYRTLE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.279049, 37.816517]}",1484.0
725,DOMESTIC VIOLENCE,2016-04-27 21:49:00,16-022468,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,2700 ALVINGROOM CT,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.161658, 37.76127]}",1482.0
726,BURG - RESIDENTIAL,2016-03-07 07:00:00,16-012867,BURGLARY-FORCIBLE ENTRY,27Y,6000 HOLWAY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.19505, 37.767208]}",1493.0
727,STOLEN VEHICLE,2021-06-15 03:18:00,21-027531,VEHICLE THEFT - AUTO,29X,FOOTHILL BLVD & SEMINARY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.190394, 37.77154]}",1482.0
728,PETTY THEFT,2016-04-08 16:42:00,16-018698,THEFT,27Y,2400 64TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.188873, 37.767553]}",1482.0
729,OTHER,2021-04-09 16:00:00,21-016244,STALKING-FEL,26Y,800 71ST AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.19791, 37.754147]}",1493.0
730,STOLEN VEHICLE,2021-05-03 16:56:00,21-020192,POSS STOLEN VEH/VES/ETC,23X,4000 ALAMEDA AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.22405, 37.768208]}",1188.0
731,OTHER,2016-03-16 15:55:00,16-014178,VIOLATION OF PROBATION-FELONY,02X,1100 8TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.287201, 37.804694]}",1484.0
732,VANDALISM,2021-05-17 09:50:00,21-907458,VANDALISM,15X,400 MERRITT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.249086, 37.80595]}",1483.0
733,NARCOTICS,2021-05-09 21:00:00,21-021251,POSSESS NARCOTIC CONTROLLED SUBSTANCE,33X,1300 86TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.178054, 37.751864]}",1493.0
734,MISDEMEANOR ASSAULT,2021-06-30 14:40:00,21-030222,THREAT CRIME:INT:TERRORIZE,14Y,3700 GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.245456, 37.816462]}",1487.0
735,FELONY ASSAULT,2016-01-28 12:04:00,16-005074,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35Y,4400 SEQUOYAH RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.137475, 37.764886]}",1482.0
